ID,post_title,post_content,post_excerpt
58632,"DAMA系列","Dama地毯因方格图案而与众不同，这种图案可以为任意空间带来活泼优雅的观感。纬纱由棉纤维制成，天然色调的喜马拉雅羊毛和黑色竹丝交织制成了织绒。","Dama地毯因方格图案而与众不同，这种图案可以为任意空间带来活泼优雅的观感。纬纱由棉纤维制成，天然色调的喜马拉雅羊毛和黑色竹丝交织制成了织绒。"
58564,"RELIEF系列","Relief地毯由不同长度的切割羊毛制成，结合了罗纹效果和周边装饰。织物由喜马拉雅羊毛和竹丝混合制成，这种组合强调柔软和舒适的触感，可选颜色包括珍珠灰、驼毛黄和鸽子灰。","Relief地毯由不同长度的切割羊毛制成，结合了罗纹效果和周边装饰。织物由喜马拉雅羊毛和竹丝混合制成，这种组合强调柔软和舒适的触感，可选颜色包括珍珠灰、驼毛黄和鸽子灰。"
58635,"STRIPES系列","Stripes是一款条纹地毯，也是Poliform系列的永恒经典。黑色条纹由竹丝制成，而自然色调的条纹则源自喜马拉雅羊毛。","Stripes是一款条纹地毯，也是Poliform系列的永恒经典。黑色条纹由竹丝制成，而自然色调的条纹则源自喜马拉雅羊毛。"
58773,"HENRY系列","Henry是一套优雅的小茶几系列，搭配大理石或玻璃桌面以及木框架，呈现出线性美感。Henry系列包括各种造型和尺寸，可以独立或组合使用。","Henry是一套优雅的小茶几系列，搭配大理石或玻璃桌面以及木框架，呈现出线性美感。Henry系列包括各种造型和尺寸，可以独立或组合使用。"
58522,"CANNELÉ系列","Cannelé是一款以条纹图案为特色的双色地毯。为更加精确地制作条纹，系列运用了两种工艺，即黑色圈圈纱和珍珠手工羊毛面料。纬纱由棉纤维、喜马拉雅羊毛与竹丝织绒，以及喜马拉雅羊毛圈圈纱制成。地毯由传统手摇织机以纯手工技艺制作而成。","Cannelé是一款双色地毯，其特色图案……"
58520,"SYMPHONY系列","Symphony是一套橱柜系列，尊贵的材料和精准的工艺体现出了线条之美的精髓。橱柜以椭圆造型为特色，木饰面更突出了外观美感。系列产品包含高度和尺寸各异的附件，从高、中款式的柜门，到搭配多个或单个抽屉和开放式隔层的低尺寸款式，均安置在带支撑脚的底座上。","Symphony是一套橱柜系列，其精华……"
58542,"PHOENIX系列","Phoenix系列诞生自Poliform设计理念，作为一款厨房系列产品，您可以极高的自由度进行空间设计。得益于凹槽开口的特殊设计，将把手等技术细节转化为美学细节，这种变化对于改善用户的厨房体验至关重要。除了开门的实用性和门的开合便利性外，把手的线性外观也为组合赋予了轻盈的现代风格。Phoenix是最受设计师喜爱的厨房样板之一，其灵活性与可定制的设计和饰面备受赞誉。","Phoenix系列诞生自Poliform设计理念，作为一款厨房系列产品，您可以极高的自由度进行空间设计。得益于凹槽开口的特殊设计，将把手等技术细节转化为美学细节，这种变化对于改善用户的厨房体验至关重要。除了开门的实用性和门的开合便利性外，把手的线性外观也为组合赋予了轻盈的现代风格。Phoenix是最受设计师喜爱的厨房模型之一，其灵活性与可定制的设计和饰面备受赞誉。"
58567,"TRATTO系列","Tratto是一款搭配现代图案的地毯，由触感柔软的喜马拉雅羊毛和彩虹色竹丝混合制成。其特色在于几何图案，共有三种色彩鲜艳的组合，包括鸽灰色底座上的锈色、鸽灰色底座上的炭黑色和炭黑底座上的鸽灰色，造型则有方形和矩形两种。","Tratto是一款搭配现代图案的地毯，由触感柔软的喜马拉雅羊毛和彩虹色竹丝混合制成。其特色在于几何图案，共有三种色彩鲜艳的组合，包括鸽灰色底座上的锈色、鸽灰色底座上的炭黑色和炭黑底座上的鸽灰色，造型则有方形和矩形两种。"
58752,"SOORI系列","受到巴厘岛及其文化的启发，尤其是受到印度尼西亚天堂岛村庄所使用的传统花瓶的启发，Soori成为一款原创性和美感十足的小茶几，摆放在客厅和卧室中均十分出众。Soori共有搭配金属和古铜色饰面的三种尺寸产品，最小款式亦搭配亮光漆和哑光漆饰面。","受到巴厘岛及其文化的启发，尤其是受到印度尼西亚天堂岛村庄所使用的传统花瓶的启发，Soori成为一款原创性和美感十足的小茶几，摆放在客厅和卧室中均十分出众。Soori共有搭配金属和古铜色饰面的三种尺寸产品，最小款式亦搭配亮光漆和哑光漆饰面。"
58809,"SAINT-GERMAIN系列","Saint-Germain沙发系列的造型兼具蜿蜒与感性特色。其造型灵感回溯了上世纪70年代的有机设计，可将任意空间转化为一幅温暖而温馨的风景画，并向其中注入令人愉悦的居家舒适感。柔和而包络的线条在系列的所有元素中反复出现，囊括各类用于创建线性、角形或不寻常形态组合的模块，始终以温馨外观体现了造型与深度的变换特色。从纱线织物制成的高档时装材料到现代优雅皮革，装潢饰面强调了Saint-Germain系列丰满而性感的体量，呈现出一种贯穿的美感。","Saint-Germain沙发系列的造型兼具蜿蜒与感性特色。其造型灵感回溯了上世纪70年代的有机设计，可将任意空间转化为一幅温暖而温馨的风景画，并向其中注入令人愉悦的居家舒适感。柔和而包络的线条在系列的所有元素中反复出现，囊括各类用于创建线性、角形或不寻常形态组合的模块，始终以温馨外观体现了造型与深度的变换特色。从纱线织物制成的高档时装材料到现代优雅皮革，装潢饰面强调了Saint-Germain系列丰满而性感的体量，呈现出一种贯穿的美感。"
58602,"GENTLEMAN RESERVED系列","在Gentleman系列中，Gentleman Reserved扶手椅最为特别。这归功于让人回想起雪茄俱乐部世界的纽扣靠背。为了让这一款型更为独特，可以将两种不同的饰面结合起来，用于制作内外部包覆层。Gentleman Reserved可搭配墩凳，这种优雅而实用的附件可以提高舒适度。","在Gentleman系列中，Gentleman Reserved扶手椅最为特别。这归功于让人回想起雪茄俱乐部世界的纽扣靠背。为了让这一款型更为独特，可以将两种不同的饰面结合起来，用于制作内外部包覆层。Gentleman Reserved可搭配墩凳，这种优雅而实用的附件可以提高舒适度。"
58770,"ILDA系列","Ilda小茶几是一块真正的“瑰宝”，其支撑结构融合了黄铜、抛光金或古铜色饰面，经艺术铸造厂锻造并以纯手工方式制成。桌面由大理石、琥珀缟玛瑙或青金石制成。这是一个珍贵的设计项目，具有巨大的视觉冲击力，可放置在起居区，也可以通过重新诠释成为睡眠空间的床头柜。","Ilda小茶几是一块真正的“瑰宝”，其支撑结构融合了黄铜、抛光金或古铜色饰面，经艺术铸造厂锻造并以纯手工方式制成。桌面由大理石、琥珀缟玛瑙或青金石制成。这是一个珍贵的设计项目，具有巨大的视觉冲击力，可放置在起居区，也可以通过重新诠释成为睡眠空间的床头柜。"
58743,"DAMA系列","Dama是一款呈现基本美学的小茶几，非常具有辨识度：雪松或卡纳莱托胡桃木款型散发着热度和温馨感，亮光或哑光漆面款型则更具整体感和现代感。作为受极简感启发的标志产品，这款茶几通用性极好，适合作为房屋内任意空间的实用支撑台面。","Dama是一款呈现基本美学的小茶几，非常具有辨识度：雪松或卡纳莱托胡桃木款型散发着热度和温馨感，亮光或哑光漆面款型则更具整体感和现代感。作为受极简感启发的标志产品，这款茶几通用性极好，适合作为房屋内任意空间的实用支撑台面。"
58782,"KOISHI系列","Koishi小茶几的灵感源自柔和线条与有机造型。“Koishi”一词在日语中意为“鹅卵石”，暗示了系列的自然特性，精选的大理石、石头及木材等天然材料也昭示了这一特色。金属主体结构状如雕塑、不可或缺；木材、玻璃和大理石则用于制作隔板。","Koishi小茶几的灵感源自柔和线条与有机造型。“Koishi”一词在日语中意为“鹅卵石”，暗示了系列的自然特性，精选的大理石、石头及木材等天然材料也昭示了这一特色。金属主体结构状如雕塑、不可或缺；木材、玻璃和大理石则用于制作隔板。"
58740,"BABA系列","Baba是一张为客厅增添风格和优雅感的陈设，它将底座隐藏在沙发下，令用户可以更舒适地享受台面功能。除了百搭和休闲之外，其特色还在于涂漆或哑光漆金属结构，和大理石、玻璃以及哑光或光面漆系列中所有颜色的台面。","Baba是一张为客厅增添风格和优雅感的陈设，它将底座隐藏在沙发下，令用户可以更舒适地享受台面功能。除了百搭和休闲之外，其特色还在于涂漆或哑光漆金属结构，和大理石、玻璃以及哑光或光面漆系列中所有颜色的台面。"
58764,"MONDRIAN系列","Mondrian系列具有优雅轻盈的形象，薄顶支撑面由木材或大理石制成，带有亮光或哑光漆面。这些搭配金属底座的小茶几有两种高度和不同形状可选，便于多种元素的组合，适于安放在起居空间，也可以与Mondrian沙发系列完美结合。","Mondrian系列具有优雅轻盈的形象，薄顶支撑面由木材或大理石制成，带有亮光或哑光漆面。这些搭配金属底座的小茶几有两种高度和不同形状可选，便于多种元素的组合，适于安放在起居空间，也可以与Mondrian沙发系列完美结合。"
58737,"PARIS SEOUL系列","Paris Seoul大系列亦包含小茶几。由于搭配了金属结构和外部皮革包覆层，因此可与沙发和扶手椅组合使用，让您所需要的物品触手可及。","Paris Seoul大系列亦包含小茶几。由于搭配了金属结构和外部皮革包覆层，因此可与沙发和扶手椅组合使用，让您所需要的物品触手可及。"
58833,"SANTA MONICA LOUNGE系列","Santa Monica系列的优雅感亦体现在搭配高靠背和联名墩凳的Lounge版扶手椅中。织物或皮革包覆层带有丰富的裁缝细节，例如带盘扣的褶裥下摆、绳状针脚和罗缎包边。","Santa Monica系列的优雅感亦体现在搭配高靠背和联名墩凳的Lounge版扶手椅中。织物或皮革包覆层带有丰富的裁缝细节，例如带盘扣的褶裥下摆、绳状针脚和罗缎包边。"
58539,"ARTEX系列","Artex是一个专为独特空间打造的终极厨房解决方案。宽大的表面和精致的体量发挥了材料的主力作用，光面或板条门的手工质感更显贵气优雅。开口、侧面和顶部的独特锥形在元素之间创造了完美的接合设计，兼具开口便利性和无可挑剔的美感。极具现代精神的Artex是Poliform的标志性款式之一，其饰面始终在不断更新与强化。在这款厨房系列中，光面门款式搭配的饰面最为丰富，包括实心Canaletto胡桃木、实心沼泽橡木、杜邦可丽耐®冰川白人造石、苏格兰亮钢和玻璃在内的多种精致饰面。","Artex是一个专为独特空间打造的终极厨房解决方案。宽大的表面和精致的体量发挥了材料的主力作用，光面或板条门的手工质感更显贵气优雅。开口、侧面和顶部的独特锥形在元素之间创造了完美的接合设计，兼具开口便利性和无可挑剔的美感。极具现代精神的Artex是Poliform的标志性款式之一，其饰面始终在不断更新与强化。在这款厨房系列中，光面门款式搭配的饰面最为丰富，包括实心Canaletto胡桃木、实心沼泽橡木、杜邦可丽耐®冰川白人造石、苏格兰亮钢和玻璃在内的多种精致饰面。"
58767,"WESTSIDE系列","材料和造型之间的精致平衡令Westside系列小茶几与众不同，完善了同名沙发系列。小茶几搭配了不同饰面，共分三款：带抽屉或开放式隔层款、带金属交叉底座款以及放在沙发旁的款式。","材料和造型之间的精致平衡令Westside系列小茶几与众不同，完善了同名沙发系列。小茶几搭配了不同饰面，共分三款：带抽屉或开放式隔层款、带金属交叉底座款以及放在沙发旁的款式。"
58818,"GASTON系列","Gaston扶手椅的线条流畅且不可或缺，它阐释了一种独特风格并在细节中了见证这种风格，例如金属结构的最小厚度、接缝以及纤薄舒适的扶手包覆层。包含皮革或织物包覆层两个款式，让Gaston可以优雅地装饰起居和睡眠空间。","Gaston扶手椅的线条流畅且不可或缺，它阐释了一种独特风格并在细节中了见证这种风格，例如金属结构的最小厚度、接缝以及纤薄舒适的扶手包覆层。包含皮革或织物包覆层两个款式，让Gaston可以优雅地装饰起居和睡眠空间。"
58854,"MAD CHAIR系列","Mad系列从Mad Chair演变而来，后者是一款扶手椅，线条和谐而包络，放置在睡眠空间内也非常完美。可以从目录的织物和皮革中为扶手椅选择包覆层，也可以组合两种不同的饰面用于外套和内部坐垫，后者亦可应用填料充塞。Mad Chair可搭配木腿或旋转金属底座。","Mad系列从Mad Chair演变而来，后者是一款扶手椅，线条和谐而包络，放置在睡眠空间内也非常完美。可以从目录的织物和皮革中为扶手椅选择包覆层，也可以组合两种不同的饰面用于外套和内部坐垫，后者亦可应用填料充塞。Mad Chair可搭配木腿或旋转金属底座。"
58800,"MONDRIAN系列","Mondrian沙发系列专为现代起居空间而设计，为空间增添了温馨感，便于在不同时间与场合中用于交谈或休息。系列特色包括基础设计以及具有极高建筑价值的现代图像。Mondrian具有极高的组合自由度，用户可以根据喜好和需求组合不同的模块。特色金属支脚支撑着极简的结构，旨在容纳多种元素，例如靠垫、扶手以及搭配木架、桌子和抽屉的靠背。Mondarian系列追求舒适，有两种座椅深度可选，让用户最大程度放松身心。Mondarian系列可搭配同名小茶几和沙发后置操作台。","Mondrian沙发系列专为现代起居空间而设计，为空间增添了温馨感，便于在不同时间与场合中用于交谈或休息。系列特色包括基础设计以及具有极高建筑价值的现代图像。Mondrian具有极高的组合自由度，用户可以根据喜好和需求组合不同的模块。特色金属支脚支撑着极简的结构，旨在容纳多种元素，例如靠垫、扶手以及搭配木架、桌子和抽屉的靠背。Mondarian系列追求舒适，有两种座椅深度可选，让用户最大程度放松身心。Mondarian系列可搭配同名小茶几和沙发后置操作台。"
58776,"CREEK系列","Creek是一套包含多种尺寸的小茶几产品。小茶几由两个安置在金属结构上的重叠托盘组成。可以根据需要组合各种颜色和饰面的托盘，上托盘可以选用涂漆板、木板、大理石和玻璃，下托盘可以选用光面、哑光涂漆板或木板。","Creek是一套包含多种尺寸的小茶几产品。小茶几由两个安置在金属结构上的重叠托盘组成。可以根据需要组合各种颜色和饰面的托盘，上托盘可以选用涂漆板、木板、大理石和玻璃，下托盘可以选用光面、哑光涂漆板或木板。"
58761,"HOME HOTEL系列","百搭是Home Hotel小茶几系列的共同点。方形和矩形这两款经由木台面结合，因条带的特殊变幻而呈现出律动感。Home Hotel小茶几、沙发后置物架与长凳一道，构建了一套真正的系列产品，非常适合家庭和酒店空间。","百搭是Home Hotel小茶几系列的共同点。方形和矩形这两款经由木台面结合，因条带的特殊变幻而呈现出律动感。Home Hotel小茶几、沙发后置物架与长凳一道，构建了一套真正的系列产品，非常适合家庭和酒店空间。"
58527,"TRAIL系列","Poliform的Trail款型以现代方式重新诠释了框架门。整装在门上的全尺寸把手是其特色元素。无论是安装在基础款或加高款中，亦或是搭配玻璃单元，这种结构都构成了一种拥有巨大视觉冲击力的美学细节。","Poliform的Trail模型以现代方式重新诠释了框架门。整装在门上的全尺寸把手是其特色元素。无论是安装在基础款或加高款中，亦或是搭配玻璃单元，这种结构都构成了一种拥有巨大视觉冲击力的美学细节。"
58812,"WALLACE系列","这是一个高度创新的设计方案。Wallace是一款令人印象深刻的扶手椅，其金属底座具有不规则的几何形状，支撑着皮革覆盖的聚氨酯包络结构。座椅呈现出强大的视觉冲击感和舒适感，其不寻常的形状十分吸引眼球，让坐于其上的人感到独特的舒适感。","这是一个高度创新的设计方案。Wallace是一款令人印象深刻的扶手椅，其金属底座具有不规则的几何形状，支撑着皮革覆盖的聚氨酯包络结构。座椅呈现出强大的视觉冲击感和舒适感，其不寻常的形状十分吸引眼球，让坐于其上的人感到独特的舒适感。"
58848,"MAD JOKER系列","在Mad大系列中，优雅的Mad Joker因其高靠背而与众不同，是一把完美的阅读椅。作为经典或现代风格客厅的陈设品，Mad Joker的特色在于蜿蜒的线条和优质的装潢感，亦可为外套和内部坐垫选择两种不同的饰面以定制。Mad Joker可搭配木腿或旋转底座，也可与墩凳组合使用。","在Mad大系列中，优雅的Mad Joker因其高靠背而与众不同，是一把完美的阅读椅。作为经典或现代风格客厅的陈设品，Mad Joker的特色在于蜿蜒的线条和优质的装潢感，亦可为外套和内部坐垫选择两种不同的饰面以定制。Mad Joker可搭配木腿或旋转底座，也可与墩凳组合使用。"
58806,"WESTSIDE系列","Westside是一款现代多功能沙发系列，赋予起居空间焕新优雅体验。从双面岛到经典的转角沙发，并排放置软垫模块创造了多样化配置。而符合人体工学的躺椅、可移动靠背和小茶几等元素则丰富了沙发功能。可以自由设计并亲身体验的欢宴空间原型。","Westside是一款现代多功能沙发系列，赋予起居空间焕新优雅体验。从双面岛到经典的转角沙发，并排放置软垫模块创造了多样化配置。而符合人体工学的躺椅、可移动靠背和小茶几等元素则丰富了沙发功能。可以自由设计并亲身体验的欢宴空间原型。"
58755,"BRISTOL系列","为了完善由沙发、书柜和餐具柜组成的Bristol系列，房间中央摆放了小茶几，特色在于两个重叠的台面。金属支脚与上层相交，成为整个系列的风格标志。下层为漆面或木制，上层也可搭配大理石材料。","为了完善由沙发、书柜和餐具柜组成的Bristol系列，房间中央摆放了小茶几，特色在于两个重叠的台面。金属支脚与上层相交，成为整个系列的风格标志。下层为漆面或木制，上层也可搭配大理石材料。"
58845,"MAD QUEEN系列","Mad Queen扶手椅柔软而令人安心，以更舒适的体积重新诠释了宽幅Mad系列的概念。其特色在于蜿蜒的线条和优质的织物/皮革装饰，亦可为外套和内部坐垫选择两种不同的饰面以完成定制，后者亦包含优雅的Gibson填料充塞款。更特别的是带有皮革支脚的款式，对于一款无可挑剔的系列而言，这种款式是所有造型中一种珍贵而精致的变体。","Mad Queen扶手椅柔软而令人安心，以更舒适的体积重新诠释了宽幅Mad系列的概念。其特色在于蜿蜒的线条和优质的织物/皮革装饰，亦可为外套和内部坐垫选择两种不同的饰面以完成定制，后者亦包含优雅的Gibson填料充塞款。更特别的是带有皮革支脚的款式，对于一款无可挑剔的系列而言，这种款式是所有造型中一种珍贵而精致的变体。"
58803,"BELLPORT系列","Bellport沙发系列以经典线条、优雅支脚和前所未有的座椅深度为特色。使用不同的衬垫打造线性或L形组合，真正实现量身定制的舒适度。扶手有高低两种版本，拥有宽大座垫。Bellport系列亦包括固定式沙发、沙发床、躺椅、墩凳等多种室内中央陈设，并始终以选装型材且带纹理涂层的金属支脚为特色。","Bellport沙发系列以经典线条、优雅支脚和前所未有的座椅深度为特色。使用不同的衬垫打造线性或L形组合，真正实现量身定制的舒适度。扶手有高低两种版本，拥有宽大座垫。Bellport系列亦包括固定式沙发、沙发床、躺椅、墩凳等多种室内中央陈设，并始终以选装型材且带纹理涂层的金属支脚为特色。"
58758,"TRIBECA系列","Tribeca是一套沙发和小茶几系列产品，特色在于金属底座和严谨的几何形状。小茶几由不同大小和形态的木材或大理石制成。整体充满个性并兼具优雅感，非常适合摆放在典雅的空间中。","Tribeca是一套沙发和小茶几系列产品，特色在于金属底座和严谨的几何形状。小茶几由不同大小和形态的木材或大理石制成。整体充满个性并兼具优雅感，非常适合摆放在典雅的空间中。"
58518,"ALEA PRO系列","Alea系列历史悠久、风格稳固，经重新设计后，得到了以显著表现力为特色的Alea Pro系列。重新定义的细节再次诠释了原始系列的线性设计，尤其在开口凹槽处突出了垂直和水平线条的轮廓。带有锥形上边缘的门，以及与外形相匹配的铸造把手属于全新设计，间隔侧的细节也是如此，令底座单元的外观更加轻盈。用于底座、墙面与加高单元的玻璃柜门呈现出透明效果，使结构有了韵律感。由此，厨房系列不仅可以结合极高操纵力与现代外观，还可以使用广泛材料和饰面进行定制。","Alea系列历史悠久、风格稳固，经重新设计后，得到了以显著表现力为特色的Alea Pro系列。重新定义的细节再次诠释了原始系列的线性设计，尤其在开口凹槽处突出了垂直和水平线条的轮廓。带有锥形上边缘的门，以及与外形相匹配的铸造把手属于全新设计，间隔侧的细节也是如此，令底座单元的外观更加轻盈。用于底座、墙面与加高单元的玻璃柜门呈现出透明效果，使结构有了韵律感。由此，厨房系列不仅可以结合极高操纵力与现代外观，还可以使用广泛材料和饰面进行定制。"
58842,"MAD KING系列","Mad King是一套深座高靠背扶手椅，亦包含带有选装托盘的不对称款式。内饰的选择无穷无尽，也可以通过为外套和内部坐垫选择织物和皮革两种不同的饰面来实现组合。Mad King扶手椅优雅而包络，可单独或成对使用，适用于家庭和定制家具空间。","Mad King是一套深座高靠背扶手椅，亦包含带有选装托盘的不对称款式。内饰的选择无穷无尽，也可以通过为外套和内部坐垫选择织物和皮革两种不同的饰面来实现组合。Mad King扶手椅优雅而包络，可单独或成对使用，适用于家庭和定制家具空间。"
58860,"STANFORD LOUNGE","Stanford Lounge扶手椅将旋转金属底座与高靠背坐垫相结合，同名系列的圆润线条使之显得更加温馨。搭配皮革包覆层的款式非常特别，特色体现在外部的硬皮和内侧同色异调的软皮中。","Stanford Lounge扶手椅将旋转金属底座与高靠背坐垫相结合，同名系列的圆润线条使之显得更加温馨。搭配…"
58788,"DUNE系列","Dune是一款衬垫系列，外观柔软而饱满。系列产品用途十分广泛，可以打造出近乎无限种组合，其中包括线性沙发、转角沙发和贵妃椅。Dune衬垫共有大号和特大号两种厚度可选，完美融合了简单形式和自由组合。","Dune是一款衬垫系列，外观柔软而饱满。系列产品用途十分广泛，可以打造出近乎无限种组合，其中包括线性沙发、转角沙发和贵妃椅。Dune衬垫共有大号和特大号两种厚度可选，完美融合了简单形式和自由组合。"
58839,"MAD CHAISE LONGUE系列","Mad Chaise Longue是一款精致优雅的不对称扶手椅，在舒适度和尺寸方面从Mad系列中脱颖而出。精准严谨的加工体现在细节之处，如包覆皮革的支脚与外套的协调感。与此系列的其他扶手椅一样，用户亦可为Mad Chaise Longue的内外部选择不同的包覆层。","Mad Chaise Longue是一款精致优雅的不对称扶手椅，在舒适度和尺寸方面从Mad系列中脱颖而出。精准严谨的加工体现在细节之处，如包覆皮革的支脚与外套的协调感。与此系列的其他扶手椅一样，用户亦可为Mad Chaise Longue的内外部选择不同的包覆层。"
