ID,post_title,post_content,post_excerpt
73698,"DAMA","Le tapis Dama se reconnaît à son motif à carreaux, capable de donner une touche vivante mais élégante à n’importe quel environnement. La trame est en coton, tandis que la laine de l’Himalaya dans des tons naturels et la soie de bambou noire se rencontrent dans le velours.","Le tapis Dama se reconnaît à son motif à carreaux, capable de donner une touche vivante mais élégante à n’importe quel environnement. La trame est en coton, tandis que la laine de l’Himalaya dans des tons naturels et la soie de bambou noire se rencontrent dans le velours."
73835,"HENRY","Henry est une table à manger extensible de grandes dimensions, conçue pour des moments de convivialité. Ses finitions élégantes s’expriment dans la structure en bois massif, caractérisée par un travail d’ébénisterie raffiné, combinée avec le plateau rectangulaire en bois, marbre ou verre.","Henry est une table à manger moderne aux dimensions généreuses, disponible en version rectangulaire ou carrée, toujours avec des coins arrondis. Elle s’inspire de la collection de tables basses Henry, dont elle reprend les lignes simples et les épaisseurs réduites afin de créer des environnements coordonnés et cohérents. La structure en bois massif, caractérisée par un travail d’ébénisterie raffiné, est associée au plateau en verre, marbre ou bois. Dans les versions en chêne spessart, noyer doré et orme noir, le plateau est extensible pour une fonctionnalité maximale."
73588,"CANNELÉ","Cannelé est un tapis bicolore caractérisé par un motif à rayures. Les lignes sont définies plus précisément par la juxtaposition de deux procédés - le bouclé pour le noir, le velours coupé à la main pour le perle. La trame est en coton, le velours en laine de l’Himalaya et soie de bambou, le bouclé en laine de l’Himalaya. Le tapis est fait à la main avec la technique traditionnelle du métier à main.","Cannelé est un tapis bicolore caractérisé par un motif à rayures. Les lignes sont définies plus précisément par la juxtaposition de deux procédés - le bouclé pour le noir, le velours coupé à la main pour le perle. La trame est en coton, le velours en laine de l’Himalaya et soie de bambou, le bouclé en laine de l’Himalaya. Le tapis…"
73701,"STRIPES","Stripes est un tapis à rayures, un classique intemporel de la collection Poliform. Les rayures noires sont en soie de bambou, tandis que celles aux teintes naturelles sont en laine de l’Himalaya.","Stripes est un tapis à rayures, un classique intemporel de la collection Poliform. Les rayures noires sont en soie de bambou, tandis que celles aux teintes naturelles sont en laine de l’Himalaya."
73746,"BB","BB est une chaise au design avancé, un exosquelette en cuir injecté d’une mousse de polyuréthane très légère qui donne forme et confort à la chaise. Une chaise dont le concept est axé sur l’efficacité des matériaux, pour une nouvelle perfection esthétique.","BB est une chaise au design avancé, un exosquelette en cuir injecté d’une mousse de polyuréthane très légère qui donne forme et confort à la chaise. Une chaise dont le concept est axé sur l’efficacité des matériaux, pour une nouvelle perfection esthétique."
73586,"SYMPHONY","Symphony est une collection de buffets où l’essentialité des lignes s’exprime à travers des matériaux précieux et une finition soignée. Les buffets se caractérisent par une forme elliptique, rehaussée par la finition bois. La collection comprend des éléments de différentes hauteurs et tailles, des versions haute et moyenne avec portes à la version basse avec tiroirs ou avec tiroir et compartiment ouvert, le tout sur un piètement avec pieds.","Symphony est une collection de buffets où l’essentialité des lignes s’exprime à travers des matériaux précieux et une finition soignée. Les buffets se caractérisent par une forme elliptique, rehaussée par la finition bois. La collection comprend des éléments de différentes hauteurs et tailles : des versions haute et moyenne avec portes à la version basse avec tiroirs ou avec tiroir..."
73608,"PHOENIX","Née d’une intuition de Poliform, Phoenix est une cuisine qui invite à la liberté de conception. C’est grâce à la conception particulière de l’ouverture sans poignées, qui transforme un détail technique tel que la poignée, essentiel pour améliorer l’expérience de l’utilisateur dans la cuisine, en un détail esthétique. En plus de la praticité de l’ouverture et de la maniabilité des portes, l’aspect linéaire de la poignée confère un style léger et contemporain à la composition. Phoenix est l’un des modèles de cuisine les plus prisés des concepteurs, qui apprécient sa flexibilité et la possibilité de personnaliser le design et les finitions.","Née d’une intuition de Poliform, Phoenix est une cuisine qui invite à la liberté de conception. C’est grâce à la conception particulière de l’ouverture sans poignées, qui transforme un détail technique tel que la poignée, essentiel pour améliorer l’expérience de l’utilisateur dans la cuisine, en un détail esthétique. En plus de la praticité de l’ouverture et de la maniabilité des portes, l’aspect linéaire de la poignée confère un style léger et contemporain à la composition. Phoenix est l’un des modèles de cuisine les plus prisés des concepteurs, qui apprécient sa flexibilité et la possibilité de personnaliser le design et les finitions."
73633,"TRATTO","Tratto est un tapis au design contemporain, composé d’un mélange de laine de l’Himalaya, douce au toucher, et de soie de bambou, qui lui donne un aspect irisé. Il se caractérise par des motifs géométriques et est disponible en trois combinaisons de couleurs vives : brun rouille sur fond gris tourterelle, anthracite sur fond gris tourterelle et gris tourterelle sur fond anthracite, dans les variantes carrée et rectangulaire.","Tratto est un tapis au design contemporain, composé d’un mélange de laine de l’Himalaya, douce au toucher, et de soie de bambou, qui lui donne un aspect irisé. Il se caractérise par des motifs géométriques et est disponible en trois combinaisons de couleurs vives : brun rouille sur fond gris tourterelle, anthracite sur fond gris tourterelle et gris tourterelle sur fond anthracite, dans les variantes carrée et rectangulaire."
73814,"SOORI","Inspirée de Bali et de sa culture, et notamment des vases traditionnels utilisés dans les villages de l’île paradisiaque indonésienne, Soori est une table basse à l’esthétique originale et reconnaissable, qui se démarque aussi bien dans le salon que dans la chambre à coucher. Elle est disponible en trois tailles en métal avec une finition bronze antique et, dans le cas de la plus petite taille, également en version laquée brillant et mat.","Inspirée de Bali et de sa culture, et notamment des vases traditionnels utilisés dans les villages de l’île paradisiaque indonésienne, Soori est une table basse à l’esthétique originale et reconnaissable, qui se démarque aussi bien dans le salon que dans la chambre à coucher. Elle est disponible en trois tailles en métal avec une finition bronze antique et, dans le cas de la plus petite taille, également en version laquée brillant et mat."
73871,"SAINT-GERMAIN","Saint-Germain est un système de canapés aux formes sinueuses et sensuelles. Inspiré par des formes organiques qui rappellent le design des années 1970, il transforme n’importe quel espace en un paysage chaleureux et familier, insufflant une agréable sensation de confort à la maison. Des lignes douces et enveloppantes reviennent dans tous les éléments de la collection, qui comprend différents modules avec lesquels créer des compositions de formes linéaires, angulaires ou insolites, toujours caractérisées par des jeux de formes et de profondeurs à l’aspect accueillant. De la matérialité haute couture des tissus bouclés à l’élégance contemporaine du cuir, le revêtement sublime les volumes pleins et voluptueux de Saint-Germain, rendant son esthétique transversale.","Saint-Germain est un système de canapés aux formes sinueuses et sensuelles. Inspiré par des formes organiques qui rappellent le design des années 1970, il transforme n’importe quel espace en un paysage chaleureux et familier, insufflant une agréable sensation de confort à la maison. Des lignes douces et enveloppantes reviennent dans tous les éléments de la collection, qui comprend différents modules avec lesquels créer des compositions de formes linéaires, angulaires ou insolites, toujours caractérisées par des jeux de formes et de profondeurs à l’aspect accueillant. De la matérialité haute couture des tissus bouclés à l’élégance contemporaine du cuir, le revêtement sublime les volumes pleins et voluptueux de Saint-Germain, rendant son esthétique transversale."
73668,"GENTLEMAN RESERVED","Le fauteuil Gentleman Reserved est la pièce la plus particulière de la collection Gentleman. Cela est dû à son dossier haut avec des boutons, qui rappelle le monde des clubs privés. Pour rendre ce modèle encore plus exclusif, il est possible de combiner deux finitions différentes pour le revêtement intérieur et extérieur. Gentleman Reserved peut être complété par le pouf, un accessoire utile et élégant qui augmente son confort.","Le fauteuil Gentleman Reserved est la pièce la plus particulière de la collection Gentleman. Cela est dû à son dossier haut avec des boutons, qui rappelle le monde des clubs privés. Pour rendre ce modèle encore plus exclusif, il est possible de combiner deux finitions différentes pour le revêtement intérieur et extérieur. Gentleman Reserved peut être complété par le pouf, un accessoire utile et élégant qui augmente son confort."
73575,"JANE","La collection de fauteuils et petits fauteuils Jane s'inspire d'une idée d'élégance, de confort et d'intimité. La série, qui se caractérise par des courbes douces et des proportions équilibrées, se développe à partir du fauteuil Jane. La petite taille et le style intemporel en font l'archétype de la collection, à interpréter en choisissant différentes combinaisons de matériaux. La base est en bois ou en métal et est associée à des tissus ou des cuirs qui habillent le fauteuil comme des vêtements de haute couture.","La collezione di poltrone e poltroncine Jane si ispira a un’idea di eleganza, comfort e intimità. La serie, che si caratterizza per le curve morbide e le proporzioni equilibrate, si sviluppa a partire dalla poltroncina Jane. Dimensioni contenute e stile senza tempo ne fanno l’archetipo della collezione, da interpretare scegliendo differenti combinazioni materiche. Il basamento è in essenza o metallo e si abbina a tessuti o pelli che vestono la poltroncina come abiti haute couture."
73832,"ILDA","Les tables basses Ilda sont de véritables bijoux dont la structure portante est une fonte de laiton poli or ou bronze, forgée dans une fonderie d’art et finie à la main. Les plateaux sont en marbre, onyx ambré ou lapis lazuli. Un projet sophistiqué, d’un grand impact visuel, à installer dans le salon ou réinterpréter comme table de chevet dans l’espace nuit.","Les tables basses Ilda sont de véritables bijoux dont la structure portante est une fonte de laiton poli or ou bronze, forgée dans une fonderie d’art et finie à la main. Les plateaux sont en marbre, onyx ambré ou lapis lazuli. Un projet sophistiqué, d’un grand impact visuel, à installer dans le salon ou réinterpréter comme table de chevet dans l’espace nuit."
73805,"DAMA","Dama est une table basse à l’esthétique épurée, très reconnaissable : chaleureuse et familière dans la version cèdre ou noyer américain, elle est monolithique et contemporaine dans la version laquée brillante ou mate. Inspirée par une simplicité maximale, elle est également très polyvalente en tant que surface d’appui pratique pour n’importe quelle pièce de la maison.","Dama est une table basse à l’esthétique épurée, très reconnaissable : chaleureuse et familière dans la version cèdre ou noyer américain, elle est monolithique et contemporaine dans la version laquée brillante ou mate. Inspirée par une simplicité maximale, elle est également très polyvalente en tant que surface d’appui pratique pour n’importe quelle pièce de la maison."
73844,"KOISHI","Les tables basses Koishi s’inspirent de lignes douces et de formes organiques. Le nom lui-même, Koishi, qui signifie « caillou » en japonais, fait allusion à un caractère naturel qui s’exprime également dans le choix de matériaux naturels tels que le marbre, la pierre et le bois. Sa structure métallique est tout aussi sculpturale qu’épurée ; les matériaux disponibles pour le plateau sont le bois, le verre et le marbre.","Les tables basses Koishi s’inspirent de lignes douces et de formes organiques. Le nom lui-même, Koishi, qui signifie « caillou » en japonais, fait allusion à un caractère naturel qui s’exprime également dans le choix de matériaux naturels tels que le marbre, la pierre et le bois. Sa structure métallique est tout aussi sculpturale qu’épurée ; les matériaux disponibles pour le plateau sont le bois, le verre et le marbre."
73802,"BABA","Baba est une table d’appoint qui complète le salon avec style et élégance, une table basse conçue de manière à ce que son piètement puisse être caché sous le canapé pour profiter du plateau plus confortablement. Polyvalente et informelle, elle se caractérise par une structure en métal peint ou laqué mat et un plateau en marbre, en verre et dans toutes les couleurs de la gamme laqué mat ou brillant.","Baba est une table d’appoint qui complète le salon avec style et élégance, une table basse conçue de manière à ce que son piètement puisse être caché sous le canapé pour profiter du plateau plus confortablement. Polyvalente et informelle, elle se caractérise par une structure en métal peint ou laqué mat et un plateau en marbre, en verre et dans toutes les couleurs de la gamme laqué mat ou brillant."
73826,"MONDRIAN","Une collection à l’aspect élégant et léger, avec des plateaux minces en bois, en marbre ou en finitions laquées brillantes et mates. Disponibles en deux hauteurs et en différentes formes pour faciliter la combinaison de plusieurs éléments, ces tables basses à piètement en métal sont faciles à insérer dans le salon et parfaites en combinaison avec le système de canapés Mondrian.","Une collection à l’aspect élégant et léger, avec des plateaux minces en bois, en marbre ou en finitions laquées brillantes et mates. Disponibles en deux hauteurs et en différentes formes pour faciliter la combinaison de plusieurs éléments, ces tables basses à piètement en métal sont faciles à insérer dans le salon et parfaites en combinaison avec le système de canapés Mondrian."
73799,"PARIS SEOUL","La grande collection Paris Seoul comprend également une table basse. Avec une structure en métal et un revêtement extérieur en cuir, elle se trouve près des canapés et des fauteuils pour garder à portée de main ce dont vous avez besoin.","La grande collection Paris Seoul comprend également une table basse. Avec une structure en métal et un revêtement extérieur en cuir, elle se trouve près des canapés et des fauteuils pour garder à portée de main ce dont vous avez besoin."
73895,"SANTA MONICA LOUNGE","L’élégance de la collection Santa Monica s’incarne également dans la version Lounge du fauteuil, avec dossier haut et pouf coordonné. Recouvert de tissu ou de cuir, il est enrichi de détails couture tels que le pli inférieur avec des parements, les surpiqûres à cordon et la bordure en gros-grain.","L’élégance de la collection Santa Monica s’incarne également dans la version Lounge du fauteuil, avec dossier haut et pouf coordonné. Recouvert de tissu ou de cuir, il est enrichi de détails couture tels que le pli inférieur avec des parements, les surpiqûres à cordon et la bordure en gros-grain."
73605,"ARTEX","Artex est une cuisine destinée aux environnements les plus exclusifs. Ses grandes surfaces et ses volumes épurés mettent sur le devant de la scène les matériaux, qui sont valorisés par la finition couture des portes, disponibles dans une version lisse ou à lattes. L’effilage particulier effectué sur l’ouverture, le côté et le dessus crée une jonction parfait entre les éléments, combinant la praticité de l’ouverture avec une esthétique impeccable. Parmi les modèles historiques de Poliform, Artex a un esprit contemporain qui est sublimé par les finitions, sans cesse renouvelées. C’est la cuisine qui offre - dans la version avec porte lisse - la plus grande variété de finitions, y compris les plus recherchées telles que le noyer américain massif, le chêne massif des marais, le DuPont Corian® blanc glacier, l’acier Scotch Brite et le verre.","Artex est une cuisine destinée aux environnements les plus exclusifs. Ses grandes surfaces et ses volumes épurés mettent sur le devant de la scène les matériaux, qui sont valorisés par la finition couture des portes, disponibles dans une version lisse ou à lattes. L’effilage particulier effectué sur l’ouverture, le côté et le dessus crée une jonction parfait entre les éléments, combinant la praticité de l’ouverture avec une esthétique impeccable. Parmi les modèles historiques de Poliform, Artex a un esprit contemporain qui est sublimé par les finitions, sans cesse renouvelées. C’est la cuisine qui offre - dans la version avec porte lisse - la plus grande variété de finitions, y compris les plus recherchées telles que le noyer américain massif, le chêne massif des marais, le DuPont Corian® blanc glacier, l’acier Scotch Brite et le verre."
73962,"CIRCLE","Circle est un miroir mural dans lequel la perfection géométrique du cercle rencontre l’élégance du cadre en cuir, pour meubler n’importe quel environnement avec simplicité.","Circle est un miroir mural dans lequel la perfection géométrique du cercle rencontre l’élégance du cadre en cuir, pour meubler n’importe quel environnement avec simplicité."
73829,"WESTSIDE","Les tables basses de la collection Westside, qui complètent le système de canapés homonyme, se distinguent par un équilibre raffiné entre les matériaux et les formes. Elles existent en trois versions disponibles en différentes finitions : table basse avec tiroir ou compartiment ouvert, table basse avec piètement en croix en métal et table basse à placer à côté du canapé.","Les tables basses de la collection Westside, qui complètent le système de canapés homonyme, se distinguent par un équilibre raffiné entre les matériaux et les formes. Elles existent en trois versions disponibles en différentes finitions : table basse avec tiroir ou compartiment ouvert, table basse avec piètement en croix en métal et table basse à placer à côté du canapé."
73880,"GASTON","Linéaire et épuré, le fauteuil Gaston évoque un style exclusif et le confirme dans les détails tels que l’épaisseur minimale de la structure métallique, les coutures et le rembourrage des accoudoirs, fins et confortables. Disponible avec un revêtement en cuir ou en tissu, Gaston meuble avec élégance les environnements de jour comme de nuit.","Linéaire et épuré, le fauteuil Gaston évoque un style exclusif et le confirme dans les détails tels que l’épaisseur minimale de la structure métallique, les coutures et le rembourrage des accoudoirs, fins et confortables. Disponible avec un revêtement en cuir ou en tissu, Gaston meuble avec élégance les environnements de jour comme de nuit."
73916,"MAD CHAIR","La collection Mad a évolué à partir de Mad Chair, un fauteuil aux lignes harmonieuses et enveloppantes parfait également dans l’espace nuit. Le fauteuil peut être doté d’un revêtement à choisir parmi les tissus et cuirs du catalogue, avec la possibilité de combiner deux finitions différentes pour la coque externe et l’assise interne, cette dernière également avec une finition matelassé. Mad Chair est disponible avec des pieds en bois ou un piètement pivotant en métal.","La collection Mad a évolué à partir de Mad Chair, un fauteuil aux lignes harmonieuses et enveloppantes parfait également dans l’espace nuit. Le fauteuil peut être doté d’un revêtement à choisir parmi les tissus et cuirs du catalogue, avec la possibilité de combiner deux finitions différentes pour la coque externe et l’assise interne, cette dernière également avec une finition matelassé. Mad Chair est disponible avec des pieds en bois ou un piètement pivotant en métal."
73862,"MONDRIAN","Mondrian est une collection de canapés conçus pour le salon contemporain, un espace accueillant qui, en fonction des moments de la journée et des occasions, se prête à la conversation ou au repos. Le système se caractérise par un design épuré et un aspect graphique et moderne à forte valeur architecturale. Mondrian offre une liberté de composition maximale, avec des modules à combiner à volonté selon les goûts et les besoins. Les pieds métalliques caractéristiques soutiennent une structure minimaliste conçue pour accueillir une large gamme d’éléments tels que des coussins et des accoudoirs, ainsi que des dossiers avec des étagères, des tables basses et des tiroirs en bois. À l’enseigne du confort, deux profondeurs d’assise sont disponibles, pour une détente maximale. Le système Mondrian est associé à la collection homonyme de tables basses et de consoles derrière le canapé.","Mondrian est une collection de canapés conçus pour le salon contemporain, un espace accueillant qui, en fonction des moments de la journée et des occasions, se prête à la conversation ou au repos. Le système se caractérise par un design épuré et un aspect graphique et moderne à forte valeur architecturale. Mondrian offre une liberté de composition maximale, avec des modules à combiner à volonté selon les goûts et les besoins. Les pieds métalliques caractéristiques soutiennent une structure minimaliste conçue pour accueillir une large gamme d’éléments tels que des coussins et des accoudoirs, ainsi que des dossiers avec des étagères, des tables basses et des tiroirs en bois. À l’enseigne du confort, deux profondeurs d’assise sont disponibles, pour une détente maximale. Le système Mondrian est associé à la collection homonyme de tables basses et de consoles derrière le canapé."
73639,"CODE","Complément du système plus large Code, le programme pour le salon basé sur la combinaison libre d’une grande variété d’éléments, la banquette en intègre les caractéristiques esthétiques et structurelles. La banquette, dont le plateau est laqué ou en verre avec des profils métalliques, est disponible avec un socle ou un pied ; ce dernier est légèrement surélevé par rapport au sol.","Complément du système plus large Code, le programme pour le salon basé sur la combinaison libre d’une grande variété d’éléments, la banquette en intègre les caractéristiques esthétiques et structurelles. La banquette, dont le plateau est laqué ou en verre avec des profils métalliques, est disponible avec un socle ou un pied ; ce dernier est légèrement surélevé par rapport au sol."
73838,"CREEK","Creek est une collection de tables basses de différentes tailles, unies par le design composé de deux plateaux superposés reposant sur une structure en métal. Les couleurs et les finitions de chaque plateau peuvent être combinées à volonté, en choisissant entre les couleurs laquées, bois, marbre et verre pour le plateau supérieur, et les couleurs laquées brillantes et mates ou le bois pour le plateau inférieur.","Creek est une collection de tables basses de différentes tailles, unies par le design composé de deux plateaux superposés reposant sur une structure en métal. Les couleurs et les finitions de chaque plateau peuvent être combinées à volonté, en choisissant entre les couleurs laquées, bois, marbre et verre pour le plateau supérieur, et les couleurs laquées brillantes et mates ou le bois pour le plateau inférieur."
73823,"HOME HOTEL","Le fil conducteur des tables basses Home Hotel est la polyvalence. Les deux versions, rectangulaire et carrée, sont unies par le plateau en bois, qui a du rythme grâce au jeu particulier des moulures. Avec les consoles et les banquettes, les tables basses Home Hotel créent un véritable système, destiné aussi bien à la maison qu’aux espaces d’accueil.","Le fil conducteur des tables basses Home Hotel est la polyvalence. Les deux versions, rectangulaire et carrée, sont unies par le plateau en bois, qui a du rythme grâce au jeu particulier des moulures. Avec les consoles et les banquettes, les tables basses Home Hotel créent un véritable système, destiné aussi bien à la maison qu’aux espaces d’accueil."
73593,"TRAIL","Le modèle Trail de Poliform est une réinterprétation contemporaine de la porte à cadre classique. Son élément caractéristique est la poignée intégrée sur toute la largeur de la porte. Un détail esthétique de grand impact visuel, à la fois lorsqu’il est utilisé dans les meubles bas et dans les colonnes, également en combinaison avec les vitrines.","Le modèle Trail de Poliform est une réinterprétation contemporaine de la porte à cadre classique. Son élément caractéristique est la poignée intégrée sur toute la largeur de la porte. Un détail esthétique de grand impact visuel, à la fois lorsqu’il est utilisé dans les meubles bas et dans les colonnes, également en combinaison avec les vitrines."
73874,"WALLACE","Une proposition au design très innovant. Wallace est un fauteuil impressionnant, avec un piètement en métal aux géométries irrégulières qui soutient la structure enveloppante en polyuréthane recouvert de cuir. L’assise est d’un grand impact et en même temps confortable : sa forme inhabituelle attire l’œil et enveloppe ceux qui s’y asseyent dans un confort unique.","Une proposition au design très innovant. Wallace est un fauteuil impressionnant, avec un piètement en métal aux géométries irrégulières qui soutient la structure enveloppante en polyuréthane recouvert de cuir. L’assise est d’un grand impact et en même temps confortable : sa forme inhabituelle attire l’œil et enveloppe ceux qui s’y asseyent dans un confort unique."
73910,"MAD JOKER","Dans la vaste collection Mad, l’élégant Mad Joker se distingue par son dossier haut, qui en fait le fauteuil de lecture parfait. Complément de salons plus classiques ou plus contemporains, Mad Joker se caractérise par des lignes sinueuses et la qualité du revêtement, qui peut également être personnalisée en choisissant deux finitions différentes pour la coque externe et l’assise interne. Mad Joker, disponible avec des pieds en bois ou un piètement pivotant, peut être combiné avec le pouf.","Dans la vaste collection Mad, l’élégant Mad Joker se distingue par son dossier haut, qui en fait le fauteuil de lecture parfait. Complément de salons plus classiques ou plus contemporains, Mad Joker se caractérise par des lignes sinueuses et la qualité du revêtement, qui peut également être personnalisée en choisissant deux finitions différentes pour la coque externe et l’assise interne. Mad Joker, disponible avec des pieds en bois ou un piètement pivotant, peut être combiné avec le pouf."
